Data Extract Date,WorkOrderKey,Work Order Description,Work Type,Work Criticality,EquipmentRef,Work Order Status,Condition For Work,Status Date,Target Finish Date,Schedule Start Date,Schedule Finish Date,Work Order Priority,Department,Discipline,Work Order Remaining Hours
"Sunday, March 31, 2019",376958,Work Order Description - 376958 - PM,PM,4.00,356950,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376960,Work Order Description - 376960 - PM,PM,4.00,541015,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376962,Work Order Description - 376962 - PM,PM,4.00,545577,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",376964,Work Order Description - 376964 - PM,PM,4.00,674222,WSCHD,EQUIP-ISOL,1/19/2019,6/26/2019,5/2/2019,5/2/2019,2,MAINTENANCE,INSTRUMENTS,36
"Sunday, March 31, 2019",376969,Work Order Description - 376969 - PM,PM,4.00,137550,WSCHD,EQUIP-ISOL,1/15/2019,6/21/2019,4/27/2019,4/27/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",376971,Work Order Description - 376971 - PM,PM,4.00,471679,WSCHD,EQUIP-ISOL,1/15/2019,6/21/2019,4/27/2019,4/27/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",376973,Work Order Description - 376973 - PM,PM,4.00,356946,WSCHD,NORM-OPS,1/15/2019,5/24/2019,4/23/2019,4/23/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376975,Work Order Description - 376975 - PM,PM,4.00,356949,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376977,Work Order Description - 376977 - PM,PM,4.00,356949,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376979,Work Order Description - 376979 - PM,PM,4.00,308894,WSCHD,NORM-OPS,1/15/2019,5/31/2019,4/30/2019,4/30/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376983,Work Order Description - 376983 - PM,PM,4.00,51531,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376985,Work Order Description - 376985 - PM,PM,4.00,357358,WSCHD,NORM-OPS,1/15/2019,6/3/2019,4/27/2019,4/27/2019,3,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",376987,Work Order Description - 376987 - PSPM,PSPM,1.00,292677,WSCHD,NORM-OPS,1/15/2019,6/10/2019,5/10/2019,5/10/2019,1,OPERATIONS,SAFETY,3
"Sunday, March 31, 2019",376989,Work Order Description - 376989 - PSPM,PSPM,1.00,457573,WSCHD,NORM-OPS,1/15/2019,6/10/2019,5/10/2019,5/10/2019,1,OPERATIONS,SAFETY,2
"Sunday, March 31, 2019",376991,Work Order Description - 376991 - PM,PM,4.00,356949,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376993,Work Order Description - 376993 - PM,PM,4.00,356949,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376995,Work Order Description - 376995 - PM,PM,4.00,356949,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",376997,Work Order Description - 376997 - PM,PM,4.00,356949,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",376999,Work Order Description - 376999 - PM,PM,4.00,308919,SCHD,NORM-OPS,3/20/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377001,Work Order Description - 377001 - PM,PM,4.00,671294,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377003,Work Order Description - 377003 - PM,PM,4.00,308898,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377005,Work Order Description - 377005 - PM,PM,4.00,18317,WSCHD,EQUIP-ISOL,1/15/2019,5/30/2019,4/29/2019,4/29/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377007,Work Order Description - 377007 - PM,PM,4.00,18317,WSCHD,EQUIP-ISOL,1/15/2019,6/6/2019,5/6/2019,5/6/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377009,Work Order Description - 377009 - PM,PM,4.00,18317,WSCHD,EQUIP-ISOL,1/15/2019,6/13/2019,5/13/2019,5/13/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377011,Work Order Description - 377011 - PM,PM,4.00,18316,WSCHD,EQUIP-ISOL,1/15/2019,5/30/2019,4/29/2019,4/29/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377013,Work Order Description - 377013 - PM,PM,4.00,18316,WSCHD,EQUIP-ISOL,1/15/2019,6/6/2019,5/6/2019,5/6/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377015,Work Order Description - 377015 - PM,PM,4.00,18316,WSCHD,EQUIP-ISOL,1/15/2019,6/13/2019,5/13/2019,5/13/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377017,Work Order Description - 377017 - PM,PM,4.00,666316,WSCHD,EQUIP-ISOL,1/19/2019,5/30/2019,4/29/2019,4/29/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377019,Work Order Description - 377019 - PM,PM,4.00,666316,WSCHD,EQUIP-ISOL,1/19/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377021,Work Order Description - 377021 - PM,PM,4.00,666316,WSCHD,EQUIP-ISOL,1/19/2019,6/13/2019,5/13/2019,5/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377023,Work Order Description - 377023 - PM,PM,4.00,417521,WSCHD,EQUIP-ISOL,1/19/2019,5/30/2019,4/29/2019,4/29/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377025,Work Order Description - 377025 - PM,PM,4.00,417521,WSCHD,EQUIP-ISOL,1/19/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377027,Work Order Description - 377027 - PM,PM,4.00,417521,WSCHD,EQUIP-ISOL,1/19/2019,6/13/2019,5/13/2019,5/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377029,Work Order Description - 377029 - PM,PM,4.00,50099,WSCHD,EQUIP-ISOL,1/15/2019,5/30/2019,4/29/2019,4/29/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377031,Work Order Description - 377031 - PM,PM,4.00,50099,WSCHD,EQUIP-ISOL,1/15/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377033,Work Order Description - 377033 - PM,PM,4.00,50099,WSCHD,EQUIP-ISOL,1/15/2019,6/13/2019,5/13/2019,5/13/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377035,Work Order Description - 377035 - PM,PM,4.00,50098,WSCHD,EQUIP-ISOL,1/15/2019,5/30/2019,4/29/2019,4/29/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377037,Work Order Description - 377037 - PM,PM,4.00,50098,WSCHD,EQUIP-ISOL,1/15/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377039,Work Order Description - 377039 - PM,PM,4.00,50098,WSCHD,EQUIP-ISOL,1/15/2019,6/13/2019,5/13/2019,5/13/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377041,Work Order Description - 377041 - PM,PM,4.00,411571,WSCHD,NORM-OPS,1/15/2019,5/30/2019,4/29/2019,4/29/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377043,Work Order Description - 377043 - PM,PM,4.00,411571,WSCHD,NORM-OPS,1/15/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377045,Work Order Description - 377045 - PM,PM,4.00,411571,WSCHD,NORM-OPS,1/15/2019,6/13/2019,5/13/2019,5/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377047,Work Order Description - 377047 - PM,PM,4.00,358159,WSCHD,NORM-OPS,1/15/2019,5/30/2019,4/29/2019,4/29/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377049,Work Order Description - 377049 - PM,PM,4.00,358159,WSCHD,NORM-OPS,1/15/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377051,Work Order Description - 377051 - PM,PM,4.00,358159,WSCHD,NORM-OPS,1/15/2019,6/13/2019,5/13/2019,5/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377053,Work Order Description - 377053 - PSPM,PSPM,1.00,273469,WSCHD,NORM-OPS,1/15/2019,6/1/2019,5/1/2019,5/1/2019,1,MAINTENANCE,MECHANICAL,2
"Sunday, March 31, 2019",377055,Work Order Description - 377055 - PM,PM,4.00,490234,WSCHD,EQUIP-ISOL,1/15/2019,7/1/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377057,Work Order Description - 377057 - PM,PM,4.00,540667,WSCHD,NORM-OPS,1/15/2019,5/30/2019,4/29/2019,4/29/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377059,Work Order Description - 377059 - PM,PM,4.00,540667,WSCHD,NORM-OPS,1/15/2019,6/6/2019,5/6/2019,5/6/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377061,Work Order Description - 377061 - PM,PM,4.00,540667,WSCHD,NORM-OPS,1/15/2019,6/13/2019,5/13/2019,5/13/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377063,Work Order Description - 377063 - PM,PM,4.00,51202,WSCHD,NORM-OPS,1/15/2019,5/27/2019,4/26/2019,4/26/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377065,Work Order Description - 377065 - PM,PM,4.00,51202,WSCHD,NORM-OPS,1/15/2019,6/3/2019,5/3/2019,5/3/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377067,Work Order Description - 377067 - PM,PM,4.00,51202,WSCHD,NORM-OPS,1/15/2019,6/10/2019,5/10/2019,5/10/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377069,Work Order Description - 377069 - PM,PM,4.00,678551,WSCHD,NORM-OPS,1/15/2019,5/30/2019,4/29/2019,4/29/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377071,Work Order Description - 377071 - PM,PM,4.00,678551,WSCHD,NORM-OPS,1/15/2019,6/6/2019,5/6/2019,5/6/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377073,Work Order Description - 377073 - PM,PM,4.00,678551,WSCHD,NORM-OPS,1/15/2019,6/13/2019,5/13/2019,5/13/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377075,Work Order Description - 377075 - PM,PM,4.00,540691,WSCHD,NORM-OPS,1/15/2019,5/25/2019,4/24/2019,4/24/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377077,Work Order Description - 377077 - PM,PM,4.00,540691,WSCHD,NORM-OPS,1/15/2019,6/1/2019,5/1/2019,5/1/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377079,Work Order Description - 377079 - PM,PM,4.00,540691,WSCHD,NORM-OPS,1/15/2019,6/8/2019,5/8/2019,5/8/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377081,Work Order Description - 377081 - PM,PM,4.00,540691,WSCHD,NORM-OPS,1/15/2019,6/15/2019,5/15/2019,5/15/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377083,Work Order Description - 377083 - PSPM,PSPM,1.00,697891,WSCHD,NORM-OPS,1/15/2019,6/15/2019,5/15/2019,5/15/2019,1,INTEGRITY,SERVICES,4
"Sunday, March 31, 2019",377085,Work Order Description - 377085 - PM,PM,2.00,580380,WSCHD,NORM-OPS,1/15/2019,6/1/2019,5/1/2019,5/1/2019,2,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",377087,Work Order Description - 377087 - PM,PM,2.00,572308,WSCHD,NORM-OPS,1/15/2019,5/29/2019,4/28/2019,4/28/2019,2,OPERATIONS,OPERATIONS,3
"Sunday, March 31, 2019",377089,Work Order Description - 377089 - PM,PM,2.00,572308,WSCHD,NORM-OPS,1/15/2019,6/5/2019,5/5/2019,5/5/2019,2,OPERATIONS,OPERATIONS,3
"Sunday, March 31, 2019",377091,Work Order Description - 377091 - PM,PM,2.00,572308,WSCHD,NORM-OPS,1/15/2019,6/12/2019,5/12/2019,5/12/2019,2,OPERATIONS,OPERATIONS,3
"Sunday, March 31, 2019",377093,Work Order Description - 377093 - PSPM,PSPM,1.00,19090,WSCHD,NORM-OPS,1/15/2019,6/10/2019,5/10/2019,5/10/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",377095,Work Order Description - 377095 - PM,PM,4.00,51214,WSCHD,EQUIP-ISOL,1/19/2019,6/24/2019,4/30/2019,4/30/2019,2,MAINTENANCE,INSTRUMENTS,24
"Sunday, March 31, 2019",377098,Work Order Description - 377098 - PM,PM,4.00,51215,WSCHD,EQUIP-ISOL,1/19/2019,7/1/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,26
"Sunday, March 31, 2019",377101,Work Order Description - 377101 - PM,PM,4.00,678552,WSCHD,EQUIP-ISOL,1/19/2019,7/8/2019,5/14/2019,5/14/2019,2,MAINTENANCE,INSTRUMENTS,26
"Sunday, March 31, 2019",377104,Work Order Description - 377104 - PM,PM,4.00,674225,WSCHD,EQUIP-ISOL,1/15/2019,5/24/2019,4/23/2019,4/23/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377106,Work Order Description - 377106 - PM,PM,4.00,357077,WSCHD,EQUIP-ISOL,1/15/2019,5/24/2019,4/23/2019,4/23/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377108,Work Order Description - 377108 - PM,PM,4.00,314532,WSCHD,EQUIP-ISOL,1/15/2019,5/31/2019,4/30/2019,4/30/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377110,Work Order Description - 377110 - PM,PM,4.00,357078,WSCHD,EQUIP-ISOL,1/15/2019,5/31/2019,4/30/2019,4/30/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377112,Work Order Description - 377112 - PM,PM,4.00,674226,WSCHD,EQUIP-ISOL,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377114,Work Order Description - 377114 - PSPM,PSPM,1.00,296636,WSCHD,NORM-OPS,1/15/2019,6/1/2019,5/1/2019,5/1/2019,1,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",377117,Work Order Description - 377117 - PSPM,PSPM,1.00,457538,WSCHD,NORM-OPS,1/15/2019,5/24/2019,4/23/2019,4/23/2019,1,OPERATIONS,SAFETY,3
"Sunday, March 31, 2019",377119,Work Order Description - 377119 - PSPM,PSPM,1.00,657680,WSCHD,NORM-OPS,1/15/2019,6/15/2019,5/15/2019,5/15/2019,1,MAINTENANCE,MECHANICAL,2
"Sunday, March 31, 2019",377121,Work Order Description - 377121 - PM,PM,4.00,361415,WSCHD,EQUIP-ISOL,1/15/2019,5/24/2019,4/23/2019,4/23/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377123,Work Order Description - 377123 - PM,PM,4.00,361417,WSCHD,EQUIP-ISOL,1/15/2019,5/31/2019,4/30/2019,4/30/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377125,Work Order Description - 377125 - PM,PM,3.00,361420,WSCHD,EQUIP-ISOL,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377127,Work Order Description - 377127 - PM,PM,4.00,541013,WSCHD,NORM-OPS,1/15/2019,5/24/2019,4/23/2019,4/23/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377129,Work Order Description - 377129 - PM,PM,4.00,243523,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377131,Work Order Description - 377131 - PM,PM,4.00,541013,WSCHD,NORM-OPS,1/15/2019,5/24/2019,4/23/2019,4/23/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377133,Work Order Description - 377133 - PM,PM,4.00,356948,WSCHD,NORM-OPS,1/15/2019,5/31/2019,4/30/2019,4/30/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377135,Work Order Description - 377135 - PM,PM,4.00,356950,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377137,Work Order Description - 377137 - PM,PM,4.00,541015,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377139,Work Order Description - 377139 - PM,PM,4.00,680978,WSCHD,NORM-OPS,1/15/2019,6/7/2019,5/7/2019,5/7/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377141,Work Order Description - 377141 - PM,PM,4.00,354350,SCHD,NORM-OPS,2/21/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",377143,Work Order Description - 377143 - PM,PM,4.00,481470,WSCHD,NORM-OPS,1/15/2019,5/25/2019,4/24/2019,4/24/2019,1,MAINTENANCE,MECHANICAL,16
"Sunday, March 31, 2019",377145,Work Order Description - 377145 - PM,PM,4.00,481470,WSCHD,NORM-OPS,1/15/2019,6/1/2019,5/1/2019,5/1/2019,1,MAINTENANCE,MECHANICAL,16
"Sunday, March 31, 2019",377147,Work Order Description - 377147 - PM,PM,4.00,481470,WSCHD,NORM-OPS,1/15/2019,6/8/2019,5/8/2019,5/8/2019,1,MAINTENANCE,MECHANICAL,16
"Sunday, March 31, 2019",377149,Work Order Description - 377149 - PM,PM,4.00,481470,WSCHD,NORM-OPS,1/15/2019,6/15/2019,5/15/2019,5/15/2019,1,MAINTENANCE,MECHANICAL,16
"Sunday, March 31, 2019",377151,Work Order Description - 377151 - PM,PM,4.00,541013,WSCHD,NORM-OPS,1/15/2019,5/24/2019,4/23/2019,4/23/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377153,Work Order Description - 377153 - PM,PM,4.00,356948,WSCHD,NORM-OPS,1/15/2019,5/31/2019,4/30/2019,4/30/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",377155,Work Order Description - 377155 - PSPM,PSPM,1.00,308460,WSCHD,PACK-ISOL,1/19/2019,6/5/2019,5/5/2019,5/5/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377157,Work Order Description - 377157 - PSPM,PSPM,1.00,308461,WSCHD,PACK-ISOL,1/19/2019,6/5/2019,5/5/2019,5/5/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377159,Work Order Description - 377159 - PSPM,PSPM,1.00,308461,WSCHD,NORM-OPS,1/15/2019,6/5/2019,5/5/2019,5/5/2019,1,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",377161,Work Order Description - 377161 - PSPM,PSPM,1.00,308460,WSCHD,NORM-OPS,1/15/2019,6/5/2019,5/5/2019,5/5/2019,1,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",377163,Work Order Description - 377163 - PSPM,PSPM,1.00,545222,WSCHD,NORM-OPS,1/15/2019,6/4/2019,5/4/2019,5/4/2019,1,MAINTENANCE,MECHANICAL,3
"Sunday, March 31, 2019",377165,Work Order Description - 377165 - PSPM,PSPM,1.00,674740,WSCHD,NORM-OPS,1/15/2019,6/5/2019,5/5/2019,5/5/2019,1,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",377167,Work Order Description - 377167 - PM,PM,2.00,305395,WSCHD,NORM-OPS,1/15/2019,6/5/2019,5/5/2019,5/5/2019,2,OPERATIONS,OPERATIONS,10
"Sunday, March 31, 2019",377170,Work Order Description - 377170 - PSPM,PSPM,1.00,671539,WSCHD,NORM-OPS,1/15/2019,6/5/2019,5/5/2019,5/5/2019,1,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",377172,Work Order Description - 377172 - PM,PM,2.00,321199,WSCHD,PACK-ISOL,1/19/2019,7/4/2019,5/10/2019,5/10/2019,2,MAINTENANCE,INSTRUMENTS,35
"Sunday, March 31, 2019",377174,Work Order Description - 377174 - PM,PM,4.00,314269,WSCHD,EQUIP-ISOL,1/15/2019,6/7/2019,5/7/2019,5/7/2019,1,MAINTENANCE,INSTRUMENTS,12
"Sunday, March 31, 2019",377176,Work Order Description - 377176 - PM,PM,3.00,363614,WSCHD,NORM-OPS,1/15/2019,6/6/2019,5/6/2019,5/6/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377178,Work Order Description - 377178 - PM,PM,4.00,531789,WSCHD,EQUIP-ISOL,1/15/2019,8/21/2019,5/4/2019,5/4/2019,2,MAINTENANCE,INSTRUMENTS,10
"Sunday, March 31, 2019",377180,Work Order Description - 377180 - PM,PM,4.00,595820,WSCHD,EQUIP-ISOL,1/15/2019,5/28/2019,4/27/2019,4/27/2019,1,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",377182,Work Order Description - 377182 - PM,PM,2.00,33427,WSCHD,PACK-ISOL,1/19/2019,6/21/2019,4/27/2019,4/27/2019,2,MAINTENANCE,MECHANICAL,21
"Sunday, March 31, 2019",377186,Work Order Description - 377186 - PM,PM,4.00,249534,SCHD,NORM-OPS,2/21/2019,6/19/2019,4/25/2019,4/25/2019,2,MAINTENANCE,INSTRUMENTS,6
"Sunday, March 31, 2019",377190,Work Order Description - 377190 - PM,PM,4.00,261768,WSCHD,NORM-OPS,1/17/2019,6/8/2019,5/8/2019,5/8/2019,2,MAINTENANCE,MECHANICAL,11
"Sunday, March 31, 2019",377192,Work Order Description - 377192 - PM,PM,1.00,540396,WSCHD,EQUIP-ISOL,1/15/2019,6/9/2019,5/9/2019,5/9/2019,1,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",377194,Work Order Description - 377194 - PM,PM,4.00,361285,WSCHD,PACK-ISOL,1/19/2019,6/3/2019,5/3/2019,5/3/2019,1,INTEGRITY,CONSTRUCTION,6
"Sunday, March 31, 2019",377203,Work Order Description - 377203 - PM,PM,4.00,33430,WSCHD,PACK-ISOL,1/19/2019,5/31/2019,4/30/2019,4/30/2019,1,INTEGRITY,CONSTRUCTION,8
"Sunday, March 31, 2019",377205,Work Order Description - 377205 - PSPM,PSPM,1.00,57930,WSCHD,EQUIP-ISOL,1/15/2019,5/25/2019,4/24/2019,4/24/2019,1,MAINTENANCE,INSTRUMENTS,47
"Sunday, March 31, 2019",377209,Work Order Description - 377209 - PSPM,PSPM,1.00,595630,WSCHD,EQUIP-ISOL,1/15/2019,6/3/2019,5/3/2019,5/3/2019,1,MAINTENANCE,INSTRUMENTS,12
"Sunday, March 31, 2019",377211,Work Order Description - 377211 - PM,PM,4.00,547429,WSCHD,EQUIP-ISOL,1/19/2019,8/12/2019,4/25/2019,4/25/2019,2,MAINTENANCE,ELECTRICAL,45
"Sunday, March 31, 2019",377220,Work Order Description - 377220 - PSPM,PSPM,1.00,357244,WSCHD,NORM-OPS,1/15/2019,6/5/2019,5/5/2019,5/5/2019,1,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",377222,Work Order Description - 377222 - PSPM,PSPM,1.00,137779,WSCHD,NORM-OPS,1/15/2019,6/4/2019,5/4/2019,5/4/2019,1,MAINTENANCE,MECHANICAL,3
"Sunday, March 31, 2019",377224,Work Order Description - 377224 - PSPM,PSPM,1.00,399721,WSCHD,EQUIP-ISOL,1/19/2019,6/14/2019,5/14/2019,5/14/2019,1,INTEGRITY,CONSTRUCTION,5
"Sunday, March 31, 2019",377226,Work Order Description - 377226 - PM,PM,3.00,54832,WSCHD,EQUIP-ISOL,1/15/2019,9/1/2019,5/15/2019,5/15/2019,2,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",377228,Work Order Description - 377228 - PM,PM,3.00,409967,WSCHD,EQUIP-ISOL,1/15/2019,9/1/2019,5/15/2019,5/15/2019,2,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",377230,Work Order Description - 377230 - PM,PM,3.00,54419,WSCHD,EQUIP-ISOL,1/15/2019,10/7/2019,5/15/2019,5/15/2019,3,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377232,Work Order Description - 377232 - PM,PM,3.00,409596,WSCHD,EQUIP-ISOL,1/15/2019,8/27/2019,5/10/2019,5/10/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377234,Work Order Description - 377234 - PSPM,PSPM,1.00,57130,WSCHD,EQUIP-ISOL,1/15/2019,6/15/2019,5/15/2019,5/15/2019,1,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377236,Work Order Description - 377236 - PSPM,PSPM,1.00,54276,WSCHD,EQUIP-ISOL,1/15/2019,6/15/2019,5/15/2019,5/15/2019,1,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",377238,Work Order Description - 377238 - PSPM,PSPM,1.00,261813,WSCHD,EQUIP-ISOL,1/19/2019,6/15/2019,5/15/2019,5/15/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377240,Work Order Description - 377240 - PM,PM,3.00,54212,WSCHD,EQUIP-ISOL,1/15/2019,6/11/2019,5/11/2019,5/11/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",377242,Work Order Description - 377242 - PM,PM,3.00,54224,WSCHD,EQUIP-ISOL,1/15/2019,5/31/2019,4/30/2019,4/30/2019,1,MAINTENANCE,INSTRUMENTS,2
